mean_test_score,std_test_score,rank_test_score,lgbm__bagging_fraction,lgbm__bagging_freq,lgbm__feature_fraction,lgbm__learning_rate,lgbm__max_depth,lgbm__min_child_samples,lgbm__n_estimators,lgbm__num_leaves,pca__n_components
0.903215195555455,0.00800975548266316,132,0.8,5,0.8,0.5,-1,5,150,31,20
0.9031827669630441,0.006126317127140099,133,1.0,5,1.0,0.5,-1,5,200,31,10
0.9031390875368199,0.006593328731976793,134,0.8,10,1.0,0.5,20,5,200,31,20
0.9031214364467608,0.005863095037795239,135,0.8,10,1.0,0.5,20,5,200,80,20
0.9029839273856304,0.007144189810961531,136,0.8,10,1.0,0.5,20,10,200,31,30
0.9029839273856304,0.007144189810961531,136,0.8,10,1.0,0.5,-1,10,150,80,30
0.9026590463018502,0.007540455072148085,138,0.8,10,0.8,0.5,-1,10,150,31,20
0.9026172906511807,0.008985461865885856,139,0.8,10,1.0,0.5,-1,10,200,31,30
0.9024735080738147,0.007114363904043449,140,0.8,10,0.8,0.5,10,10,150,80,20
0.9022451566980255,0.007244867018849596,141,0.8,10,1.0,0.5,20,5,150,31,20
0.9019648773541782,0.009982515503392313,142,1.0,10,1.0,0.5,20,5,200,80,10
0.9018676114940897,0.006291950360942859,143,1.0,10,1.0,0.5,20,5,200,31,10
0.9017947886955243,0.007043791701731095,144,0.8,5,0.8,0.5,10,5,200,31,20
0.9017947886955243,0.007043791701731095,144,0.8,10,1.0,0.5,20,5,150,50,20
0.9016621701815893,0.008786672055947646,146,0.8,5,1.0,0.5,20,5,200,31,30
0.9016353979128459,0.00963144902077788,147,0.8,10,0.8,0.5,20,5,200,80,20
0.9014205041335606,0.010473213082902678,148,0.8,10,0.8,0.5,10,10,150,50,20
0.9014138953278374,0.006535692603444146,149,0.8,10,1.0,0.5,10,10,150,50,30
0.9013570372212559,0.008886969300531844,150,0.8,10,0.8,0.5,20,10,150,50,20
0.9013004239742436,0.006476032611155201,151,0.8,5,0.8,0.5,10,5,200,80,10
0.9013004239742436,0.006476032611155201,151,0.8,10,1.0,0.5,20,5,150,50,30
0.9012904108835997,0.009270698418762137,153,0.8,10,1.0,0.5,-1,5,200,31,30
0.9012691845632874,0.007433232573811541,154,1.0,10,1.0,0.5,-1,5,200,80,10
0.9012691845632874,0.007433232573811541,154,1.0,5,1.0,0.5,-1,5,200,80,10
0.9012256077294658,0.008116305988859382,156,0.8,10,1.0,0.5,-1,5,150,50,20
0.9012256077294658,0.008116305988859382,156,0.8,10,1.0,0.5,-1,5,150,80,20
0.9009509718292732,0.00843825156262675,158,0.8,5,0.8,0.5,10,5,150,80,10
0.9008886209009264,0.011009291568036234,159,0.8,10,1.0,0.5,10,5,150,80,30
0.900843161206929,0.006963033539072122,160,0.8,10,1.0,0.5,-1,10,150,31,30
0.900843161206929,0.006963033539072122,160,0.8,10,0.8,0.5,10,10,200,31,20
0.9008070533407991,0.009929931816897806,162,0.8,10,1.0,0.5,20,10,150,50,30
0.9007519766470733,0.011641593553819099,163,0.8,10,1.0,0.5,-1,10,150,50,30
0.900666549410662,0.008581202508065705,164,0.8,10,1.0,0.5,10,5,200,50,30
0.9006280181005464,0.009440378047989152,165,0.8,5,1.0,0.5,10,5,150,80,20
0.9001039963581917,0.007871946331898857,166,0.8,10,1.0,0.5,10,5,200,80,30
0.8999022452984867,0.0075708370128340025,167,0.8,10,0.8,0.5,20,5,150,50,20
0.8997892404726008,0.008431593078777687,168,0.8,10,1.0,0.5,20,5,200,50,30
0.8997716783141675,0.006715399872745075,169,0.8,10,1.0,0.5,-1,10,200,80,30
0.8996942238764442,0.007427320281321833,170,0.8,5,0.8,0.5,-1,5,200,31,20
0.8996737090064351,0.009875518445131128,171,0.8,5,1.0,0.5,-1,5,150,31,30
0.8996349358841226,0.011195162947550968,172,0.8,10,0.8,0.5,-1,5,150,80,20
0.8995246570310179,0.0055488385691109185,173,0.8,10,0.8,0.5,-1,10,150,50,20
0.8995246570310179,0.0055488385691109185,173,0.8,10,1.0,0.5,20,10,200,80,30
0.8993257433888895,0.010141537745341463,175,0.8,5,0.8,0.5,20,5,150,31,20
0.8993257433888895,0.010141537745341463,175,1.0,5,1.0,0.5,20,5,200,31,10
0.8990452951973769,0.007736176486792929,177,0.8,10,1.0,0.5,10,10,150,31,30
0.8990452951973769,0.007736176486792929,177,0.8,10,0.8,0.5,20,10,150,31,20
0.8989617111925924,0.008430971138822678,179,0.8,10,0.8,0.5,-1,5,150,50,20
0.8989224086639714,0.006758416650856488,180,0.8,10,1.0,0.5,-1,5,200,80,20
0.8989224086639714,0.006758416650856488,180,0.8,10,1.0,0.5,20,5,200,50,20
0.8988903740008208,0.00637476458214736,182,0.8,10,1.0,0.5,20,10,150,80,30
0.8988903740008208,0.00637476458214736,182,0.8,10,1.0,0.5,10,10,200,80,30
